x,y
348.635634,1194.144838
344.7833066,1182.588598
340.2889246,1171.032357
336.4365971,1159.476117
331.9422151,1140.215716
326.8057785,1128.659476
322.953451,1109.399076
318.459069,1097.842835
313.964687,1078.582435
308.8282504,1059.322034
303.0497592,1043.913713
298.5553772,1020.801233
292.776886,1005.392912
287.6404494,986.1325116
283.1460674,966.8721109
278.6516854,951.4637904
274.1573034,936.05547
269.0208668,920.6471495
264.5264848,897.5346687
260.6741573,882.1263482
256.1797753,870.5701079
251.6853933,851.3097072
246.5489567,835.9013867
241.4125201,820.4930663
236.2760835,801.2326656
231.7817014,785.8243451
227.929374,770.4160247
224.0770465,755.0077042
218.94061,735.7473035
213.8041734,716.4869029
208.0256822,701.0785824
201.6051364,674.1140216
194.5425361,654.853621
190.0481541,635.5932203
185.5537721,616.3328197
180.4173355,600.9244992
176.565008,589.3682589
172.070626,577.8120185
166.2921348,558.5516179
161.1556982,539.2912173
156.0192616,523.8828968
151.5248796,508.4745763
147.0304976,493.0662558
143.1781701,481.5100154
138.0417335,466.1016949
132.2632424,450.6933744
127.7688604,435.2850539
123.9165329,419.8767334
119.4221509,408.3204931
113.6436597,389.0600924
109.1492777,373.651772
105.2969502,362.0955316
100.1605136,346.6872111
94.38202247,331.2788906
89.24558587,312.01849
83.4670947,296.6101695
79.61476726,281.201849
75.12038523,269.6456086
69.98394864,254.2372881
65.48956661,238.8289676
61.63723917,227.2727273
57.78491172,215.7164869
53.93258427,200.3081664
50.08025682,188.751926
44.94382022,173.3436055
41.09149278,157.9352851
36.59711075,142.5269646
31.46067416,127.1186441
26.32423756,107.8582435
21.82985554,92.44992296
17.33547352,77.04160247
13.48314607,61.63328197
8.988764045,38.52080123
4.494382022,23.11248074
0,0
