x,y
448.7961477,2526.964561
444.9438202,2511.55624
440.4494382,2496.14792
437.2391653,2476.887519
433.3868379,2461.479199
430.176565,2438.366718
426.9662921,2422.958398
423.1139647,2407.550077
419.9036918,2384.437596
416.0513644,2369.029276
413.4831461,2345.916795
409.6308186,2330.508475
406.4205457,2307.395994
403.2102729,2284.283513
399.3579454,2265.023112
396.1476726,2241.910632
392.2953451,2214.946071
388.4430177,2187.98151
385.2327448,2164.869029
381.3804173,2141.756549
377.5280899,2114.791988
373.6757624,2087.827427
370.4654896,2064.714946
367.2552167,2041.602465
364.0449438,2018.489985
360.1926164,1995.377504
356.9823435,1972.265023
353.7720706,1949.152542
351.2038523,1926.040062
347.3515249,1899.075501
344.141252,1872.11094
340.2889246,1856.702619
337.0786517,1825.885978
333.8683788,1806.625578
331.3001605,1787.365177
328.0898876,1764.252696
324.2375602,1737.288136
321.6693419,1714.175655
318.459069,1698.767334
315.2487961,1675.654854
311.3964687,1652.542373
308.1861958,1625.577812
304.975923,1602.465331
299.8394864,1575.50077
295.9871589,1548.53621
291.4927769,1521.571649
286.9983949,1490.755008
282.5040128,1463.790447
278.0096308,1432.973806
272.8731942,1402.157165
267.7367576,1367.488444
263.2423756,1336.671803
258.7479936,1309.707242
253.611557,1278.890601
249.7592295,1255.77812
245.9069021,1236.51772
242.0545746,1205.701079
238.2022472,1178.736518
233.0658106,1159.476117
228.5714286,1132.511556
224.7191011,1105.546995
220.2247191,1086.286595
215.0882825,1055.469954
211.2359551,1028.505393
206.741573,1009.244992
202.8892456,986.1325116
199.0369181,966.8721109
194.5425361,939.9075501
189.4060995,909.0909091
184.2696629,882.1263482
179.1332263,855.1617874
174.6388443,824.3451464
169.5024077,797.3805855
165.6500803,774.2681048
165.6500803,774.2681048
161.1556982,755.0077042
157.3033708,731.8952234
152.8089888,704.9306626
148.9566613,685.6702619
145.1043339,666.4098613
141.894061,651.0015408
138.6837881,627.8890601
134.1894061,608.6286595
129.0529695,585.5161787
124.5585875,562.403698
121.3483146,539.2912173
117.4959872,523.8828968
113.6436597,508.4745763
109.7913323,489.2141757
105.9390048,462.2496148
101.4446228,442.9892142
96.3081862,419.8767334
91.81380417,400.6163328
86.67736758,377.5038521
82.82504013,354.3913713
78.33065811,335.1309707
73.83627608,319.7226502
69.98394864,304.3143297
67.41573034,288.9060092
63.56340289,273.4976888
59.06902087,250.385208
54.57463884,234.9768875
51.36436597,215.7164869
48.1540931,200.3081664
43.65971108,184.8998459
39.80738363,169.4915254
36.59711075,150.2311248
32.74478331,142.5269646
29.53451043,127.1186441
25.68218299,111.7103236
20.54574639,96.30200308
16.05136437,77.04160247
11.55698234,53.92912173
7.704654896,38.52080123
4.494382022,23.11248074
0,0
