x,y
449.4382022,2295.839753
445.5858748,2284.283513
441.0914928,2268.875193
437.2391653,2257.318952
434.0288925,2241.910632
430.176565,2226.502311
426.9662921,2214.946071
423.7560193,2199.53775
420.5457464,2180.27735
416.6934189,2161.016949
413.4831461,2149.460709
409.6308186,2130.200308
405.7784912,2107.087827
401.2841091,2083.975347
398.0738363,2064.714946
394.8635634,2045.454545
390.3691814,2030.046225
387.1589085,2006.933744
383.9486356,1987.673344
380.7383628,1964.560863
376.8860353,1941.448382
373.0337079,1922.187982
369.823435,1899.075501
365.9711075,1875.96302
362.7608347,1852.850539
359.5505618,1837.442219
355.6982343,1818.181818
353.1300161,1791.217257
348.635634,1768.104777
343.4991974,1737.288136
339.64687,1710.323575
336.4365971,1687.211094
332.5842697,1664.098613
328.7319422,1640.986133
324.2375602,1606.317411
319.1011236,1579.352851
315.2487961,1556.24037
311.3964687,1529.275809
306.9020867,1506.163328
303.6918138,1483.050847
300.4815409,1459.938367
295.9871589,1436.825886
292.1348315,1409.861325
287.6404494,1386.748844
284.4301766,1367.488444
281.2199037,1352.080123
278.0096308,1328.967643
273.5152488,1305.855162
269.6629213,1282.742681
265.8105939,1259.6302
262.600321,1240.3698
258.105939,1217.257319
254.8956661,1197.996918
251.0433387,1178.736518
247.8330658,1155.624037
243.9807384,1132.511556
240.1284109,1113.251156
236.2760835,1097.842835
232.423756,1074.730354
227.2873194,1047.765794
222.7929374,1024.653313
219.5826645,1001.540832
215.7303371,986.1325116
212.5200642,966.8721109
209.3097913,947.6117103
204.8154093,924.4992296
201.6051364,909.0909091
197.752809,885.9784284
193.9004815,870.5701079
189.4060995,847.4576271
185.5537721,824.3451464
180.4173355,801.2326656
175.9229535,778.1201849
171.4285714,755.0077042
166.9341894,728.0431433
161.7977528,708.7827427
158.5874799,689.5223421
155.3772071,674.1140216
152.1669342,654.853621
148.3146067,639.4453005
143.8202247,620.1848998
140.6099518,597.0724191
137.399679,581.6640986
133.5473515,566.2557781
130.3370787,546.9953775
126.4847512,527.7349769
123.2744783,516.1787365
120.0642055,500.770416
116.211878,485.3620955
112.3595506,469.953775
108.5072231,458.3975347
105.2969502,439.1371341
102.0866774,419.8767334
98.23434992,408.3204931
94.38202247,389.0600924
90.52969502,373.651772
86.035313,354.3913713
82.18298555,338.9830508
78.97271268,323.5747304
75.12038523,308.1664099
71.91011236,292.7580894
68.05778491,281.201849
64.84751204,269.6456086
61.63723917,254.2372881
58.42696629,238.8289676
55.21669342,227.2727273
48.79614767,204.1602465
48.79614767,204.1602465
45.5858748,188.751926
42.37560193,177.1956857
38.52327448,157.9352851
34.67094703,142.5269646
30.17656501,127.1186441
25.68218299,107.8582435
22.47191011,96.30200308
18.61958266,80.89368259
14.76725522,69.33744222
11.55698234,53.92912173
8.34670947,42.37288136
5.136436597,26.96456086
0,0
