x,y
348.635634,1070.878274
344.141252,1059.322034
339.64687,1047.765794
335.7945425,1040.061633
331.9422151,1028.505393
328.0898876,1016.949153
322.953451,997.6887519
318.459069,989.9845917
313.3226324,974.5762712
307.5441413,955.3158706
301.1235955,939.9075501
296.6292135,924.4992296
290.2086677,909.0909091
285.0722311,893.6825886
279.9357945,878.2742681
275.4414125,862.8659476
269.0208668,843.605547
264.5264848,824.3451464
258.7479936,812.788906
252.9695024,793.5285054
247.1910112,774.2681048
241.4125201,755.0077042
234.9919743,739.5993837
229.2134831,720.3389831
224.7191011,704.9306626
220.2247191,689.5223421
215.0882825,674.1140216
208.6677368,654.853621
203.5313002,635.5932203
199.0369181,624.03698
193.9004815,612.4807396
188.7640449,593.220339
183.6276083,573.9599384
176.565008,558.5516179
172.070626,543.1432974
167.576244,527.7349769
163.081862,512.3266564
157.9454254,500.770416
152.1669342,477.6579353
147.0304976,466.1016949
141.2520064,446.8412943
135.4735152,431.4329738
130.3370787,416.0246533
125.2006421,396.7642527
119.4221509,385.2080123
114.2857143,369.7996918
109.7913323,354.3913713
105.2969502,342.835131
100.1605136,327.4268105
95.02407705,312.01849
91.1717496,300.4622496
87.31942215,292.7580894
81.54093098,273.4976888
76.40449438,258.0893683
70.62600321,242.6810478
66.13162119,231.1248074
60.99518459,215.7164869
55.21669342,192.6040062
51.36436597,184.8998459
45.5858748,173.3436055
41.09149278,157.9352851
36.59711075,138.6748844
30.81861958,123.2665639
26.32423756,107.8582435
21.18780096,92.44992296
17.33547352,77.04160247
12.84109149,57.78120185
8.34670947,38.52080123
3.852327448,23.11248074
0,0
