x,y
398.7158909,1633.281972
393.5794543,1617.873652
389.0850722,1598.613251
384.5906902,1575.50077
380.0963082,1563.94453
374.9598716,1540.832049
370.4654896,1521.571649
365.9711075,1506.163328
361.4767255,1486.902928
356.9823435,1467.642527
351.8459069,1444.530046
347.9935795,1425.269646
344.141252,1406.009245
340.2889246,1394.453005
336.4365971,1375.192604
331.9422151,1352.080123
326.1637239,1328.967643
321.6693419,1309.707242
317.1749599,1286.594761
313.3226324,1267.334361
308.8282504,1248.07396
304.975923,1228.813559
301.7656501,1213.405239
297.2712681,1194.144838
292.776886,1171.032357
288.282504,1151.771957
284.4301766,1128.659476
279.29374,1109.399076
274.1573034,1090.138675
270.3049759,1063.174114
265.1685393,1047.765794
260.6741573,1024.653313
256.1797753,1001.540832
251.6853933,982.2804314
244.6227929,955.3158706
244.6227929,955.3158706
240.1284109,936.05547
235.6340289,909.0909091
231.7817014,897.5346687
227.2873194,874.422188
222.7929374,851.3097072
218.94061,835.9013867
215.0882825,824.3451464
210.5939005,805.0847458
207.3836276,785.8243451
203.5313002,770.4160247
199.6789727,758.8597843
195.8266453,743.4514638
190.0481541,724.1910632
185.5537721,697.2265023
181.7014446,681.8181818
176.565008,662.5577812
171.4285714,643.2973806
167.576244,624.03698
163.081862,608.6286595
158.5874799,593.220339
154.0930979,573.9599384
150.2407705,558.5516179
145.1043339,539.2912173
140.6099518,520.0308166
136.7576244,504.6224961
132.905297,489.2141757
128.4109149,473.8058552
123.2744783,458.3975347
118.7800963,439.1371341
113.6436597,419.8767334
109.7913323,404.4684129
104.6548957,392.9121726
100.8025682,373.651772
95.66613162,358.2434515
91.1717496,338.9830508
86.67736758,323.5747304
81.54093098,304.3143297
77.68860353,288.9060092
72.55216693,273.4976888
67.41573034,250.385208
62.27929374,231.1248074
58.42696629,219.568567
54.57463884,208.0123267
50.7223114,188.751926
46.22792937,173.3436055
42.37560193,157.9352851
38.52327448,150.2311248
34.67094703,134.8228043
31.46067416,119.4144838
26.32423756,104.0061633
21.82985554,88.59784284
17.97752809,77.04160247
13.48314607,61.63328197
8.988764045,42.37288136
4.494382022,19.26040062
0,0
